"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source","20-year High (2000-2019)","20-year Low (2000-2019)","5-year Average (2015-2019)","Date of 20-year High","Date of 20-year Low"
"07/09/2021","50","Ozone","","33-007-4001","AQS","80","31","49.2","07/09/2004","07/09/2009"
"07/10/2021","54","Ozone","","33-007-4001","AQS","150","31","50.2","07/10/2007","07/10/2014"
"07/11/2021","35","Ozone","","33-007-4001","AQS","143","31","41.8","07/11/2007","07/11/2000"
"07/12/2021","40","Ozone","","33-007-4001","AQS","129","22","41.2","07/12/2010","07/12/2001"
"07/13/2021","51","Ozone","","33-007-4001","AQS","119","27","45.2","07/13/2010","07/13/2001"
"07/14/2021","43","Ozone","","33-007-4001","AQS","101","23","45.4","07/14/2002","07/14/2009"
"07/15/2021","44","Ozone","","33-007-4001","AQS","112","28","44.8","07/15/2003","07/15/2001"
"07/16/2021","46","Ozone","","33-007-4001","AQS","115","35","42.6","07/16/2003","07/16/2001"
"07/17/2021","45","Ozone","","33-007-4001","AQS","80","32","50.8","07/17/2011","07/17/2014"
"07/18/2021","45","Ozone","","33-007-4001","AQS","97","23","47.4","07/18/2006","07/18/2008"
"07/19/2021","43","Ozone","","33-007-4001","AQS","58","27","41.6","07/19/2005","07/19/2009"
"07/20/2021","58","Ozone","","33-007-4001","AQS","108","31","40.6","07/20/2005","07/20/2016"
"07/21/2021","51","Ozone","","33-007-4001","AQS","108","31","51","07/21/2005","07/21/2013"
"07/22/2021","33","Ozone","","33-007-4001","AQS","159","26","40.8","07/22/2004","07/22/2015"
"07/23/2021","31","Ozone","","33-007-4001","AQS","151","22","34.6","07/23/2004","07/23/2018"
"07/24/2021","40","Ozone","","33-007-4001","AQS","115","27","35.4","07/24/2001","07/24/2002"
"07/25/2021","44","Ozone","","33-007-4001","AQS","90","30","35.8","07/25/2004","07/25/2019"
"07/26/2021","36","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","93","30","38.4","07/26/2003","07/26/2010"
"07/27/2021","22","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","90","29","40.6","07/27/2003","07/27/2001"
"07/28/2021","23","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","90","24","43","07/28/2007","07/28/2004"
"07/29/2021","20","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","71","23","36.8","07/29/2007","07/29/2008"
"07/30/2021","25","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","84","22","39","07/30/2004","07/30/2008"
"07/31/2021","29","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","74","29","37.6","07/31/2005","07/31/2006"
"08/01/2021","23","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","107","28","38.4","08/01/2004","08/01/2008"
"08/02/2021","28","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","93","21","39.2","08/02/2001","08/02/2008"
"08/03/2021","26","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","100","30","43","08/03/2007","08/03/2008"
"08/04/2021","26","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","112","20","47.6","08/04/2005","08/04/2008"
"08/05/2021","32","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","108","22","38.6","08/05/2005","08/05/2006"
"08/06/2021","37","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","105","21","38.4","08/06/2003","08/06/2002"
"08/07/2021","61","Ozone","","33-007-4001","AQS","108","19","40.2","08/07/2003","08/07/2008"
"08/08/2021","49","Ozone","","33-007-4001","AQS","74","19","39.8","08/08/2003","08/08/2008"
"08/09/2021","51","Ozone","","33-007-4001","AQS","108","18","34.8","08/09/2012","08/09/2008"
"08/10/2021","42","Ozone","","33-007-4001","AQS","136","19","39.2","08/10/2004","08/10/2008"
"08/11/2021","44","Ozone","","33-007-4001","AQS","150","20","44.6","08/11/2002","08/11/2008"
"08/12/2021","44","Ozone","","33-007-4001","AQS","151","19","45.2","08/12/2002","08/12/2003"
"08/13/2021","42","Ozone","","33-007-4001","AQS","136","20","39.2","08/13/2002","08/13/2008"
"08/14/2021","41","Ozone","","33-007-4001","AQS","204","27","37.8","08/14/2002","08/14/2007"
"08/15/2021","97","Ozone","","33-007-4001","AQS","202","31","43.2","08/15/2002","08/15/2014"
"08/16/2021","133","Ozone","","33-007-4001","AQS","122","19","41.8","08/16/2001","08/16/2006"
"08/17/2021","129","Ozone","","33-007-4001","AQS","112","21","39.8","08/17/2001","08/17/2000"
"08/18/2021","16","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","87","27","42","08/18/2004","08/18/2007"
"08/19/2021","31","Ozone","","33-007-4001","AQS","86","24","42.6","08/19/2004","08/19/2007"
"08/20/2021","31","Ozone","","33-007-4001","AQS","84","22","36.4","08/20/2001","08/20/2000"
"08/21/2021","41","Ozone","","33-007-4001","AQS","97","22","45","08/21/2003","08/21/2006"
"08/22/2021","40","Ozone","","33-007-4001","AQS","101","29","41.2","08/22/2002","08/22/2014"
"08/23/2021","43","Ozone","","33-007-4001","AQS","58","27","34.8","08/23/2012","08/23/2019"
"08/24/2021","40","Ozone","","33-007-4001","AQS","61","26","42.2","08/24/2011","08/24/2019"
"08/25/2021","49","Ozone","","33-007-4001","AQS","77","29","45","08/25/2004","08/25/2014"
"08/26/2021","51","Ozone","","33-007-4001","AQS","90","27","41.6","08/26/2001","08/26/2007"
"08/27/2021","51","Ozone","","33-007-4001","AQS","119","29","35","08/27/2005","08/27/2010"
"08/28/2021","45","Ozone","","33-007-4001","AQS","71","27","38.6","08/28/2004","08/28/2014"
"08/29/2021","41","Ozone","","33-007-4001","AQS","97","28","43","08/29/2003","08/29/2014"
"08/30/2021","37","Ozone","","33-007-4001","AQS","100","31","41.8","08/30/2007","08/30/2004"
"08/31/2021","38","Ozone","","33-007-4001","AQS","97","27","41.8","08/31/2001","08/31/2009"
"09/01/2021","48","Ozone","","33-007-4001","AQS","90","27","36.8","09/01/2010","09/01/2006"
"09/02/2021","42","Ozone","","33-007-4001","AQS","80","31","44.8","09/02/2010","09/02/2006"
"09/03/2021","20","Ozone","","33-007-4001","AQS","108","25","41","09/03/2010","09/03/2005"
"09/04/2021","42","Ozone","","33-007-4001","AQS","74","29","42","09/04/2011","09/04/2000"
"09/05/2021","37","Ozone","","33-007-4001","AQS","84","24","42.4","09/05/2004","09/05/2005"
"09/06/2021","39","Ozone","","33-007-4001","AQS","105","27","42.4","09/06/2007","09/06/2005"
"09/07/2021","37","Ozone","","33-007-4001","AQS","164","19","40.2","09/07/2007","09/07/2008"
"09/08/2021","46","Ozone","","33-007-4001","AQS","143","23","32.8","09/08/2002","09/08/2017"
"09/09/2021","48","Ozone","","33-007-4001","AQS","136","18","35.4","09/09/2002","09/09/2010"
"09/10/2021","34","Ozone","","33-007-4001","AQS","140","22","38","09/10/2002","09/10/2008"
"09/11/2021","38","Ozone","","33-007-4001","AQS","122","26","41.8","09/11/2002","09/11/2008"
"09/12/2021","42","Ozone","CAMP DODGE, GREENS GRANT","33-007-4002","AQS","64","20","34.8","09/12/2014","09/12/2008"
"09/13/2021","28","Ozone","","33-007-4001","AQS","67","26","43","09/13/2003","09/13/2008"
"09/14/2021","43","Ozone","","33-007-4001","AQS","115","29","43.8","09/14/2002","09/14/2001"
"09/15/2021","43","Ozone","","33-007-4001","AQS","74","23","40.2","09/15/2004","09/15/2005"
"09/16/2021","40","Ozone","","33-007-4001","AQS","77","21","38.8","09/16/2004","09/16/2000"
"09/17/2021","43","Ozone","","33-007-4001","AQS","84","21","41.4","09/17/2004","09/17/2005"
"09/18/2021","44","Ozone","","33-007-4001","AQS","112","11","45.4","09/18/2004","09/18/2005"
"09/19/2021","39","Ozone","","33-007-4001","AQS","115","34","56.4","09/19/2015","09/19/2007"
