"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","PM10","PM25","NO2"
"09/25/2014","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","26","9"
"09/26/2014","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","20","35","12"
"09/27/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","23","52","10"
"09/28/2014","32","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","32","9"
"09/29/2014","48","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","24","48","10"
"09/30/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","13","11"
"10/01/2014","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","33","8"
"10/02/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","13","30","5"
"10/03/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","13","10"
"10/04/2014","8","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","0","8"
"10/05/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","8","21","10"
"10/06/2014","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","24","11"
"10/07/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","30","15"
"10/08/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".","9","20","11"
"10/09/2014","19","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","19","14"
"10/10/2014","20","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","17","20"
"10/11/2014","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","35","11"
"10/12/2014","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","43","11"
"10/13/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS",".",".","52","18"
"10/14/2014","38","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","38","18"
"10/15/2014","19","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","2","19"
"10/16/2014","16","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","6","13","16"
"10/17/2014","25","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","13","25","12"
"10/18/2014","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","17","9"
"10/19/2014","7","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","7","5"
"10/20/2014","43","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","19","43","14"
"10/21/2014","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","39","12"
"10/22/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","20","6"
"10/23/2014","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","4","12","3"
"10/24/2014","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","17","12"
"10/25/2014","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","47","12"
"10/26/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2","6","18","9"
"10/27/2014","2","CO","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","."
"10/28/2014","17","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".",".","17"
"10/29/2014","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","20","58","19"
"10/30/2014","15","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","15","11"
"10/31/2014","21","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","21","11"
"11/01/2014","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","13","36","9"
"11/02/2014","16","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","16","5"
"11/03/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","52","23"
"11/04/2014","68","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7","51","68","30"
"11/05/2014","50","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","50","25"
"11/06/2014","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","57","17"
"11/07/2014","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","2","11","4"
"11/08/2014","14","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".",".","14"
"11/09/2014","54","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","54","15"
"11/10/2014","77","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6","44","77","22"
"11/11/2014","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","65","25"
"11/12/2014","44","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","44","19"
"11/13/2014","52","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","20","52","20"
"11/14/2014","13","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","13","10"
"11/15/2014","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","33","22"
"11/16/2014","47","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","12","47","20"
"11/17/2014","36","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","36","17"
"11/18/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","23","4"
"11/19/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","30","19"
"11/20/2014","51","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","51","20"
"11/21/2014","26","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","26","19"
"11/22/2014","35","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","35","18"
"11/23/2014","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","65","22"
"11/24/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","28","16"
"11/25/2014","45","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5","25","45","24"
"11/26/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","6",".","23","17"
"11/27/2014","23","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","23","7"
"11/28/2014","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","31","17"
"11/29/2014","57","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","57","20"
"11/30/2014","76","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","76","22"
"12/01/2014","55","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","7",".","55","17"
"12/02/2014","20","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","20","9"
"12/03/2014","18","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","15","18"
"12/04/2014","53","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","19","53","22"
"12/05/2014","49","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","49","16"
"12/06/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","30","20"
"12/07/2014","29","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","29","5"
"12/08/2014","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","39","15"
"12/09/2014","23","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","22","23"
"12/10/2014","11","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","2","11","4"
"12/11/2014","24","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","24","15"
"12/12/2014","28","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","28","17"
"12/13/2014","30","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1","6","30","13"
"12/14/2014","59","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","59","17"
"12/15/2014","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","39","10"
"12/16/2014","58","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","16","58","19"
"12/17/2014","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","8",".","65","20"
"12/18/2014","12","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","1",".","12","8"
"12/19/2014","18","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0","6","18","8"
"12/20/2014","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","64","18"
"12/21/2014","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","64","17"
"12/22/2014","65","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3","20","65","20"
"12/23/2014","17","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","11","17"
"12/24/2014","14","NO2","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","7","14"
"12/25/2014","17","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","17","10"
"12/26/2014","27","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","0",".","27","16"
"12/27/2014","64","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","64","21"
"12/28/2014","31","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","31","17"
"12/29/2014","14","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","2",".","14","5"
"12/30/2014","33","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","3",".","33","16"
"12/31/2014","39","PM2.5","State of Vermont District Court Parking Lot","50-021-0002","AQS","5",".","39","17"
